,nsf_proposal_links_v1,skills
373,https://www.nsf.gov/pubs/2004/nsf04589/nsf04589.htm,"{'earth science', 'composition', 'property'}"
374,https://www.nsf.gov/pubs/2004/nsf04581/nsf04581.htm,"{'service', 'management'}"
375,https://www.nsf.gov/pubs/2004/nsf04572/nsf04572.htm,{'area'}
376,https://www.nsf.gov/pubs/2004/nsf04570/nsf04570.htm,"{'product', 'engineering', 'learning', 'service', 'processing', 'area', 'discovery', 'engineering community', 'industry', 'fundamental understanding', 'development'}"
377,https://www.nsf.gov/pubs/2004/nsf04569/nsf04569.htm,{'general'}
378,https://www.nsf.gov/pubs/2004/nsf04552/nsf04552.htm,{'general'}
379,https://www.nsf.gov/pubs/2004/nsf04550/nsf04550.htm,{'program ha'}
380,https://www.nsf.gov/pubs/2004/nsf04541/nsf04541.htm,{'general'}
381,https://www.nsf.gov/pubs/2004/nsf04540/nsf04540.htm,{'communication'}
382,https://www.nsf.gov/pubs/2004/nsf04538/nsf04538.htm,"{'modeling complex', 'engineering', 'modeling', 'science engineering', 'area', 'statistic', 'nsf funding'}"
383,https://www.nsf.gov/pubs/2004/nsf04537/nsf04537.htm,"{'dynamic', 'area'}"
384,https://www.nsf.gov/pubs/2004/nsf04536/nsf04536.htm,{'general'}
385,https://www.nsf.gov/pubs/2004/nsf04535/nsf04535.htm,{'general'}
386,https://www.nsf.gov/pubs/2004/nsf04534/nsf04534.htm,"{'science foundation', 'chemistry', 'area', 'development', 'national science'}"
387,https://www.nsf.gov/pubs/2004/nsf04532/nsf04532.htm,"{'modeling', 'control', 'science foundation', 'analysis optimization', 'national science', 'nsf funding', 'foundation nsf', 'development'}"
388,https://www.nsf.gov/pubs/2004/nsf04531/nsf04531.htm,"{'engineering', 'science engineering', 'social science', 'nsf funding', 'material', 'development', 'science technology'}"
389,https://www.nsf.gov/pubs/2004/nsf04530/nsf04530.htm,"{'engineering', 'science engineering', 'information science', 'area', 'computer information', 'nsf funding', 'computational model'}"
390,https://www.nsf.gov/pubs/2004/nsf04524/nsf04524.htm,{'general'}
391,https://www.nsf.gov/pubs/2004/nsf04522/nsf04522.htm,"{'sensor network', 'foundation nsf', 'national science', 'science foundation'}"
392,https://www.nsf.gov/pubs/2004/nsf04520/nsf04520.htm,{'seek determine'}
393,https://www.nsf.gov/pubs/2004/nsf04516/nsf04516.htm,{'general'}
394,https://www.nsf.gov/pubs/2004/nsf04514/nsf04514.htm,"{'advance understanding', 'approach needed', 'modeling', 'theoretical foundation', 'computational approach'}"
395,https://www.nsf.gov/pubs/2004/nsf04512/nsf04512.htm,"{'dynamic', 'earth science'}"
396,https://www.nsf.gov/pubs/2004/nsf04503/nsf04503.htm,"{'material', 'development'}"
397,https://www.nsf.gov/pubs/2004/nsf04500/nsf04500.htm,"{'management', 'information data'}"
398,https://www.nsf.gov/pubs/2004/nsf04012/nsf04012.htm,{'information technology'}
399,https://www.nsf.gov/pubs/2003/nsf03613/nsf03613.htm,{'communication'}
400,https://www.nsf.gov/pubs/2003/nsf03612/nsf03612.htm,{'general'}
401,https://www.nsf.gov/pubs/2003/nsf03608/nsf03608.htm,{'graduate student'}
402,https://www.nsf.gov/pubs/2003/nsf03607/nsf03607.htm,"{'engineering', 'directorate engineering'}"
403,https://www.nsf.gov/pubs/2003/nsf03602/nsf03602.htm,"{'computer vision', 'nsf funding'}"
404,https://www.nsf.gov/pubs/2003/nsf03600/nsf03600.htm,{'artificial intelligence'}
405,https://www.nsf.gov/pubs/2003/nsf03597/nsf03597.htm,{'general'}
406,https://www.nsf.gov/pubs/2003/nsf03591/nsf03591.htm,"{'foundation nsf', 'science foundation', 'teaching', 'national science'}"
407,https://www.nsf.gov/pubs/2003/nsf03589/nsf03589.htm,"{'engineering', 'brown jr', 'mechanical system', 'george brown', 'jr network', 'engineering simulation', 'civil', 'network earthquake', 'earthquake engineering'}"
408,https://www.nsf.gov/pubs/2003/nsf03580/nsf03580.htm,"{'science foundation', 'nsf funding', 'national science'}"
409,https://www.nsf.gov/pubs/2003/nsf03575/nsf03575.htm,{'general'}
410,https://www.nsf.gov/pubs/2003/nsf03573/nsf03573.htm,"{'learning', 'year', 'nsf funding', 'industry'}"
411,https://www.nsf.gov/pubs/2003/nsf03567/nsf03567.htm,"{'earth science', 'composition', 'nsf funding', 'property'}"
412,https://www.nsf.gov/pubs/2003/nsf03565/nsf03565.htm,"{'material', 'science foundation', 'national science'}"
413,https://www.nsf.gov/pubs/2003/nsf03562/nsf03562.htm,"{'engineering technology', 'engineering', 'engineering engineering', 'engineering education', 'directorate engineering', 'nsf funding', 'new curriculum'}"
414,https://www.nsf.gov/pubs/2003/nsf03561/nsf03561.htm,"{'engineering', 'bridge engineering', 'engineering education'}"
415,https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm,"{'engineering', 'biomedical', 'imaging', 'biomedical engineering', 'area', 'aging', 'nsf funding', 'tissue engineering', 'current area', 'development'}"
416,https://www.nsf.gov/pubs/2003/nsf03556/nsf03556.htm,"{'engineering', 'directorate engineering', 'communication', 'national science'}"
417,https://www.nsf.gov/pubs/2003/nsf03543/nsf03543.htm,{'united state'}
418,https://www.nsf.gov/pubs/2003/nsf03537/nsf03537.htm,"{'foundation nsf', 'science foundation', 'national science', 'communication'}"
419,https://www.nsf.gov/pubs/2003/nsf03527/nsf03527.htm,"{'engineering', 'foundation nsf', 'national science', 'science foundation'}"
420,https://www.nsf.gov/pubs/2003/nsf03526/nsf03526.htm,"{'national science', 'science foundation'}"
421,https://www.nsf.gov/pubs/2003/nsf03525/nsf03525.htm,"{'engineering', 'experience undergraduate', 'science engineering', 'science foundation', 'health', 'national science', 'united state', 'engineering division', 'nsf funding', 'foundation nsf', 'graduate student'}"
422,https://www.nsf.gov/pubs/2003/nsf03523/nsf03523.htm,{'general'}
423,https://www.nsf.gov/pubs/2003/nsf03519/nsf03519.html,"{'engineering', 'science engineering', 'science foundation', 'area', 'nanotechnology', 'national science', 'engineering community', 'nsf funding', 'fabrication'}"
424,https://www.nsf.gov/pubs/2003/nsf03518/nsf03518.html,"{'infrastructure related', 'nsf funding'}"
425,https://www.nsf.gov/pubs/2003/nsf03517/nsf03517.htm,"{'engineering', 'process development', 'nsf funding', 'system important', 'development'}"
426,https://www.nsf.gov/pubs/2003/nsf03514/nsf03514.htm,{'general'}
427,https://www.nsf.gov/pubs/2003/nsf03512/nsf03512.htm,"{'engineering', 'information science', 'science foundation', 'sensor network', 'area', 'national science', 'chemical', 'computer information', 'high quality', 'nsf funding', 'area advanced', 'foundation nsf', 'material', 'development'}"
428,https://www.nsf.gov/pubs/2003/nsf03511/nsf03511.htm,{'general'}
429,https://www.nsf.gov/pubs/2003/nsf03043/nsf03043.htm,"{'engineering', 'foundation nsf', 'science engineering', 'national science', 'science foundation'}"
430,https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm,{'general'}
431,https://www.nsf.gov/pubs/2002/nsf02188/nsf02188.htm,{'general'}
432,http://www.nsf.gov/pubs/2007/nsf07577/nsf07577.htm,"{'engineering', 'project develop', 'computing information', 'engineering education', 'area', 'science engineering', 'intelligent system'}"
433,http://www.nsf.gov/pubs/2006/nsf06504/nsf06504.htm,"{'engineering', 'civil', 'experimentation', 'science foundation', 'brown jr', 'network earthquake', 'national science', 'inc', 'nationally internationally', 'jr network', 'directorate engineering', 'engineering simulation', 'earthquake engineering', 'nsf funding', 'use experimental', 'foundation nsf', 'mechanical system', 'george brown', 'geotechnical'}"
